"No.","Time","Source","Destination","Protocol","Length","Info","Text","Bit Value"
"2321","9.840335","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=116&y=37&event=mousemove HTTP/1.1 ","",""
"2336","9.851462","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=116&y=39&event=mousemove HTTP/1.1 ","",""
"2348","9.862673","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=116&y=41&event=mousemove HTTP/1.1 ","",""
"2360","9.882391","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=116&y=42&event=mousemove HTTP/1.1 ","",""
"2372","9.895709","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=116&y=44&event=mousemove HTTP/1.1 ","",""
"2384","9.912603","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=116&y=45&event=mousemove HTTP/1.1 ","",""
"2396","9.945005","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=116&y=46&event=mousemove HTTP/1.1 ","",""
"2408","9.971657","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=116&y=47&event=mousemove HTTP/1.1 ","",""
"2420","9.979888","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=117&y=47&event=mousemove HTTP/1.1 ","",""
"2432","10.026127","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=117&y=48&event=mousemove HTTP/1.1 ","",""
"2442","10.052823","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=117&y=49&event=mousemove HTTP/1.1 ","",""
"2452","10.072728","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=117&y=50&event=mousemove HTTP/1.1 ","",""
"2464","10.076183","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=117&y=51&event=mousemove HTTP/1.1 ","",""
"2474","10.092291","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=117&y=52&event=mousemove HTTP/1.1 ","",""
"2484","10.114432","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=117&y=53&event=mousemove HTTP/1.1 ","",""
"2494","10.932628","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=117&y=54&event=mousemove HTTP/1.1 ","",""
"2504","10.940331","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=116&y=54&event=mousemove HTTP/1.1 ","",""
"2516","10.961124","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=115&y=55&event=mousemove HTTP/1.1 ","",""
"2528","11.227476","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=114&y=55&event=mousemove HTTP/1.1 ","",""
"2540","11.289049","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=113&y=55&event=mousemove HTTP/1.1 ","",""
"2552","11.407874","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=112&y=55&event=mousemove HTTP/1.1 ","",""
"2564","11.417015","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=111&y=55&event=mousemove HTTP/1.1 ","",""
"2576","11.440436","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=110&y=55&event=mousemove HTTP/1.1 ","",""
"2588","11.469738","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=109&y=55&event=mousemove HTTP/1.1 ","",""
"2600","11.559459","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=108&y=55&event=mousemove HTTP/1.1 ","",""
"2612","11.570484","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=107&y=55&event=mousemove HTTP/1.1 ","",""
"2624","11.598717","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=106&y=56&event=mousemove HTTP/1.1 ","",""
"2636","11.606275","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=105&y=56&event=mousemove HTTP/1.1 ","",""
"2648","11.624231","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=105&y=57&event=mousemove HTTP/1.1 ","",""
"2658","11.641902","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=104&y=57&event=mousemove HTTP/1.1 ","",""
"2670","11.663263","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=104&y=58&event=mousemove HTTP/1.1 ","",""
"2682","11.701080","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=103&y=59&event=mousemove HTTP/1.1 ","",""
"2694","11.723047","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=103&y=60&event=mousemove HTTP/1.1 ","",""
"2704","11.743374","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=103&y=61&event=mousemove HTTP/1.1 ","",""
"2714","11.774319","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=102&y=62&event=mousemove HTTP/1.1 ","",""
"2724","11.807392","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=102&y=63&event=mousemove HTTP/1.1 ","",""
"2736","12.001000","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=103&y=63&event=mousemove HTTP/1.1 ","",""
"2748","12.012157","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=104&y=63&event=mousemove HTTP/1.1 ","",""
"2760","12.029327","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=105&y=63&event=mousemove HTTP/1.1 ","",""
"2772","12.036955","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=107&y=63&event=mousemove HTTP/1.1 ","",""
"2784","12.045127","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=108&y=63&event=mousemove HTTP/1.1 ","",""
"2796","12.053303","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=109&y=63&event=mousemove HTTP/1.1 ","",""
"2808","12.066183","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=110&y=63&event=mousemove HTTP/1.1 ","",""
"2820","12.077437","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=111&y=63&event=mousemove HTTP/1.1 ","",""
"2832","12.111953","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=115&y=62&event=mousemove HTTP/1.1 ","",""
"2844","12.130152","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=116&y=62&event=mousemove HTTP/1.1 ","",""
"2856","12.161667","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=117&y=62&event=mousemove HTTP/1.1 ","",""
"2868","12.201892","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=118&y=62&event=mousemove HTTP/1.1 ","",""
"2880","12.230422","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=119&y=62&event=mousemove HTTP/1.1 ","",""
"2890","12.331918","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=120&y=62&event=mousemove HTTP/1.1 ","",""
"2902","12.339343","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=121&y=62&event=mousemove HTTP/1.1 ","",""
"2914","12.348177","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=121&y=63&event=mousemove HTTP/1.1 ","",""
"2926","12.358949","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=122&y=63&event=mousemove HTTP/1.1 ","",""
"2938","12.370424","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=123&y=63&event=mousemove HTTP/1.1 ","",""
"2950","12.378102","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=124&y=63&event=mousemove HTTP/1.1 ","",""
"2960","12.386184","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=126&y=63&event=mousemove HTTP/1.1 ","",""
"2970","12.395178","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=127&y=63&event=mousemove HTTP/1.1 ","",""
"2982","12.405019","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=130&y=64&event=mousemove HTTP/1.1 ","",""
"2992","12.421511","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=132&y=64&event=mousemove HTTP/1.1 ","",""
"3002","12.449502","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=136&y=64&event=mousemove HTTP/1.1 ","",""
"3012","12.475792","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=137&y=64&event=mousemove HTTP/1.1 ","",""
"3024","12.495370","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=138&y=65&event=mousemove HTTP/1.1 ","",""
"3036","12.505149","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=139&y=65&event=mousemove HTTP/1.1 ","",""
"3048","12.831520","127.0.0.1","127.0.0.1","HTTP","353","GET /anticheat?x=139&y=65&event=mouseup HTTP/1.1 ","",""
"3060","14.388745","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=140&y=65&event=mousemove HTTP/1.1 ","",""
"3072","14.398773","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=141&y=65&event=mousemove HTTP/1.1 ","",""
"3084","14.417924","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=142&y=64&event=mousemove HTTP/1.1 ","",""
"3096","14.437869","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=143&y=64&event=mousemove HTTP/1.1 ","",""
"3108","14.460208","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=144&y=63&event=mousemove HTTP/1.1 ","",""
"3120","14.470687","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=145&y=63&event=mousemove HTTP/1.1 ","",""
"3132","14.476543","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=145&y=62&event=mousemove HTTP/1.1 ","",""
"3144","14.487720","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=146&y=62&event=mousemove HTTP/1.1 ","",""
"3156","14.502148","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=147&y=61&event=mousemove HTTP/1.1 ","",""
"3168","14.512807","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=148&y=60&event=mousemove HTTP/1.1 ","",""
"3180","14.527719","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=149&y=60&event=mousemove HTTP/1.1 ","",""
"3192","14.531286","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=150&y=59&event=mousemove HTTP/1.1 ","",""
"3202","14.556218","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=152&y=58&event=mousemove HTTP/1.1 ","",""
"3214","14.562534","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=157&y=55&event=mousemove HTTP/1.1 ","",""
"3226","14.581853","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=162&y=53&event=mousemove HTTP/1.1 ","",""
"3238","14.609113","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=164&y=52&event=mousemove HTTP/1.1 ","",""
"3250","14.641827","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=169&y=49&event=mousemove HTTP/1.1 ","",""
"3255","14.643875","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=172&y=48&event=mousemove HTTP/1.1 ","",""
"3274","14.671267","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=177&y=43&event=mousemove HTTP/1.1 ","",""
"3279","14.678388","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=181&y=39&event=mousemove HTTP/1.1 ","",""
"3296","14.692038","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=182&y=38&event=mousemove HTTP/1.1 ","",""
"3308","14.699968","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=183&y=35&event=mousemove HTTP/1.1 ","",""
"3320","14.715712","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=184&y=33&event=mousemove HTTP/1.1 ","",""
"3332","14.746233","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=184&y=31&event=mousemove HTTP/1.1 ","",""
"3344","14.771307","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=183&y=30&event=mousemove HTTP/1.1 ","",""
"3356","14.779274","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=181&y=28&event=mousemove HTTP/1.1 ","",""
"3368","14.799144","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=179&y=26&event=mousemove HTTP/1.1 ","",""
"3380","14.826679","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=179&y=25&event=mousemove HTTP/1.1 ","",""
"3390","14.835257","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=23&event=mousemove HTTP/1.1 ","",""
"3400","14.862711","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=21&event=mousemove HTTP/1.1 ","",""
"3410","14.886260","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=20&event=mousemove HTTP/1.1 ","",""
"3420","14.894983","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=19&event=mousemove HTTP/1.1 ","",""
"3430","14.914470","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=17&event=mousemove HTTP/1.1 ","",""
"3440","14.945283","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=15&event=mousemove HTTP/1.1 ","",""
"3450","14.982798","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=14&event=mousemove HTTP/1.1 ","",""
"3460","14.999841","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=13&event=mousemove HTTP/1.1 ","",""
"3470","15.015438","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=179&y=12&event=mousemove HTTP/1.1 ","",""
"3480","15.046839","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=179&y=11&event=mousemove HTTP/1.1 ","",""
"3492","15.077835","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=179&y=10&event=mousemove HTTP/1.1 ","",""
"3504","15.109234","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=179&y=9&event=mousemove HTTP/1.1 ","",""
"3516","15.210834","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=179&y=9&event=mousedown HTTP/1.1 ","",""
"3528","15.439653","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=179&y=13&event=mousemove HTTP/1.1 ","",""
"3538","15.458837","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=179&y=14&event=mousemove HTTP/1.1 ","",""
"3548","15.472602","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=179&y=15&event=mousemove HTTP/1.1 ","",""
"3558","15.494518","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=178&y=16&event=mousemove HTTP/1.1 ","",""
"3570","15.520654","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=18&event=mousemove HTTP/1.1 ","",""
"3580","15.604359","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=22&event=mousemove HTTP/1.1 ","",""
"3590","15.623832","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=24&event=mousemove HTTP/1.1 ","",""
"3600","15.639832","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=25&event=mousemove HTTP/1.1 ","",""
"3610","15.658667","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=26&event=mousemove HTTP/1.1 ","",""
"3620","15.681937","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=27&event=mousemove HTTP/1.1 ","",""
"3630","15.691102","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=28&event=mousemove HTTP/1.1 ","",""
"3640","15.709422","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=178&y=29&event=mousemove HTTP/1.1 ","",""
"3652","15.723467","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=30&event=mousemove HTTP/1.1 ","",""
"3662","15.754545","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=178&y=31&event=mousemove HTTP/1.1 ","",""
"3674","15.787509","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=32&event=mousemove HTTP/1.1 ","",""
"3684","15.808553","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=33&event=mousemove HTTP/1.1 ","",""
"3694","15.827058","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=34&event=mousemove HTTP/1.1 ","",""
"3704","15.842399","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=35&event=mousemove HTTP/1.1 ","",""
"3714","15.881837","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=39&event=mousemove HTTP/1.1 ","",""
"3724","15.888340","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=40&event=mousemove HTTP/1.1 ","",""
"3734","15.906530","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=42&event=mousemove HTTP/1.1 ","",""
"3744","15.921419","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=45&event=mousemove HTTP/1.1 ","",""
"3754","15.939482","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=46&event=mousemove HTTP/1.1 ","",""
"3764","15.966573","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=178&y=48&event=mousemove HTTP/1.1 ","",""
"3776","15.973469","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=178&y=50&event=mousemove HTTP/1.1 ","",""
"3788","15.994391","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=51&event=mousemove HTTP/1.1 ","",""
"3798","16.005118","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=52&event=mousemove HTTP/1.1 ","",""
"3808","16.021997","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=54&event=mousemove HTTP/1.1 ","",""
"3818","16.058159","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=55&event=mousemove HTTP/1.1 ","",""
"3828","16.081807","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=56&event=mousemove HTTP/1.1 ","",""
"3838","16.111174","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=57&event=mousemove HTTP/1.1 ","",""
"3848","16.131317","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=58&event=mousemove HTTP/1.1 ","",""
"3858","16.381430","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=178&y=59&event=mousemove HTTP/1.1 ","",""
"3868","16.390177","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=179&y=59&event=mousemove HTTP/1.1 ","",""
"3880","16.399821","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=180&y=59&event=mousemove HTTP/1.1 ","",""
"3890","16.418330","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=182&y=59&event=mousemove HTTP/1.1 ","",""
"3900","16.433462","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=183&y=59&event=mousemove HTTP/1.1 ","",""
"3912","16.453419","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=185&y=59&event=mousemove HTTP/1.1 ","",""
"3924","16.474463","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=185&y=60&event=mousemove HTTP/1.1 ","",""
"3934","16.483350","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=186&y=60&event=mousemove HTTP/1.1 ","",""
"3946","16.664669","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=187&y=60&event=mousemove HTTP/1.1 ","",""
"3958","16.690157","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=187&y=61&event=mousemove HTTP/1.1 ","",""
"3970","16.697871","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=188&y=61&event=mousemove HTTP/1.1 ","",""
"3982","16.725110","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=189&y=62&event=mousemove HTTP/1.1 ","",""
"3994","16.731592","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=190&y=62&event=mousemove HTTP/1.1 ","",""
"4004","16.746358","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=194&y=62&event=mousemove HTTP/1.1 ","",""
"4016","16.766998","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=197&y=62&event=mousemove HTTP/1.1 ","",""
"4028","16.786316","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=201&y=62&event=mousemove HTTP/1.1 ","",""
"4040","16.796698","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=202&y=62&event=mousemove HTTP/1.1 ","",""
"4050","16.825681","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=203&y=62&event=mousemove HTTP/1.1 ","",""
"4062","17.062231","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=204&y=62&event=mousemove HTTP/1.1 ","",""
"4074","17.078245","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=205&y=62&event=mousemove HTTP/1.1 ","",""
"4086","17.088846","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=206&y=62&event=mousemove HTTP/1.1 ","",""
"4098","17.099414","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=207&y=62&event=mousemove HTTP/1.1 ","",""
"4110","17.115947","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=208&y=62&event=mousemove HTTP/1.1 ","",""
"4115","17.118519","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=210&y=62&event=mousemove HTTP/1.1 ","",""
"4134","17.126490","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=211&y=62&event=mousemove HTTP/1.1 ","",""
"4146","17.151965","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=214&y=62&event=mousemove HTTP/1.1 ","",""
"4158","17.165528","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=216&y=62&event=mousemove HTTP/1.1 ","",""
"4168","17.185409","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=217&y=62&event=mousemove HTTP/1.1 ","",""
"4178","17.874007","127.0.0.1","127.0.0.1","HTTP","353","GET /anticheat?x=217&y=62&event=mouseup HTTP/1.1 ","",""
"4190","18.084172","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=218&y=62&event=mousemove HTTP/1.1 ","",""
"4200","18.105249","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=219&y=61&event=mousemove HTTP/1.1 ","",""
"4212","18.124159","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=220&y=60&event=mousemove HTTP/1.1 ","",""
"4224","18.129431","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=221&y=60&event=mousemove HTTP/1.1 ","",""
"4236","18.137930","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=222&y=59&event=mousemove HTTP/1.1 ","",""
"4248","18.158553","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=223&y=59&event=mousemove HTTP/1.1 ","",""
"4260","18.174160","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=223&y=58&event=mousemove HTTP/1.1 ","",""
"4272","18.274677","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=224&y=58&event=mousemove HTTP/1.1 ","",""
"4284","18.302331","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=225&y=58&event=mousemove HTTP/1.1 ","",""
"4296","18.322787","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=225&y=57&event=mousemove HTTP/1.1 ","",""
"4308","18.327793","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=226&y=57&event=mousemove HTTP/1.1 ","",""
"4320","18.350825","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=227&y=57&event=mousemove HTTP/1.1 ","",""
"4332","18.356715","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=227&y=56&event=mousemove HTTP/1.1 ","",""
"4344","18.367989","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=228&y=56&event=mousemove HTTP/1.1 ","",""
"4356","18.384050","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=228&y=55&event=mousemove HTTP/1.1 ","",""
"4361","18.385270","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=229&y=54&event=mousemove HTTP/1.1 ","",""
"4380","18.406583","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=230&y=54&event=mousemove HTTP/1.1 ","",""
"4392","18.419750","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=232&y=52&event=mousemove HTTP/1.1 ","",""
"4404","18.440995","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=234&y=51&event=mousemove HTTP/1.1 ","",""
"4416","18.451358","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=236&y=50&event=mousemove HTTP/1.1 ","",""
